symbol,entry_ts_utc,exit_ts_utc,entry_price,stop_price,tp_price,risk,gap_bps,reason,r,bars_5m,structure_regime,regime_bias
XRPUSDT,2022-03-09T16:00:00+00:00,2022-03-09T16:05:00+00:00,0.7619,0.7584,0.7689000000000001,0.0035000000000000586,18.37511484446867,TP,1.9346942857142868,1,IMBALANCE,bullish
XRPUSDT,2022-03-12T01:00:00+00:00,2022-03-12T04:10:00+00:00,0.839,0.8088,0.8994,0.030200000000000005,102.5029797377837,SL,-1.0083344370860927,38,IMBALANCE,bullish
XRPUSDT,2022-03-17T13:00:00+00:00,2022-03-17T17:10:00+00:00,0.7966,0.7889,0.8119999999999998,0.007699999999999929,37.660055234747716,SL,-1.031036363636364,50,IMBALANCE,bullish
XRPUSDT,2022-03-28T14:00:00+00:00,2022-03-28T16:15:00+00:00,0.8854,0.8741,0.9079999999999999,0.011299999999999977,44.04788796024412,SL,-1.0235061946902655,27,IMBALANCE,bullish
XRPUSDT,2022-03-28T19:00:00+00:00,2022-03-28T21:35:00+00:00,0.8982,0.8856,0.9233999999999999,0.012599999999999945,77.93364506791244,SL,-1.0213857142857143,31,IMBALANCE,bullish
XRPUSDT,2022-04-15T21:00:00+00:00,2022-04-15T23:20:00+00:00,0.7791,0.7749,0.7875,0.0041999999999999815,21.820048774225697,SL,-1.0556500000000002,28,IMBALANCE,bullish
XRPUSDT,2022-05-30T21:00:00+00:00,2022-06-01T17:00:00+00:00,0.4165,0.4035,0.4424999999999999,0.012999999999999956,76.83073229291671,SL,-1.0096115384615385,528,IMBALANCE,bullish
XRPUSDT,2022-06-06T10:00:00+00:00,2022-06-06T11:10:00+00:00,0.4068,0.4056,0.40919999999999995,0.0011999999999999789,14.749262536872896,SL,-1.101700000000002,14,IMBALANCE,bullish
XRPUSDT,2022-06-24T02:00:00+00:00,2022-06-26T02:00:00+00:00,0.3644,0.344,0.40520000000000006,0.02040000000000003,411.6355653128434,TIME,0.038758823529412297,576,IMBALANCE,bullish
XRPUSDT,2022-07-07T15:00:00+00:00,2022-07-07T18:25:00+00:00,0.3338,0.3312,0.33899999999999997,0.002599999999999991,38.945476333134316,TP,1.9614846153846153,41,IMBALANCE,bullish
XRPUSDT,2022-07-07T19:00:00+00:00,2022-07-08T00:40:00+00:00,0.3412,0.3374,0.34880000000000005,0.0038000000000000256,41.03165298944937,TP,1.973063157894737,68,IMBALANCE,bullish
XRPUSDT,2022-07-08T01:00:00+00:00,2022-07-08T10:10:00+00:00,0.354,0.3434,0.3752,0.010599999999999998,206.21468926553754,SL,-1.0100188679245283,110,IMBALANCE,bullish
XRPUSDT,2022-07-15T02:00:00+00:00,2022-07-15T11:40:00+00:00,0.3436,0.3349,0.3610000000000001,0.008700000000000041,128.05587892898762,SL,-1.0118482758620688,116,IMBALANCE,bullish
XRPUSDT,2022-07-16T17:00:00+00:00,2022-07-17T17:55:00+00:00,0.3512,0.3441,0.3654,0.007099999999999995,193.6218678815482,SL,-1.0148394366197184,299,IMBALANCE,bullish
XRPUSDT,2022-07-28T16:00:00+00:00,2022-07-30T13:50:00+00:00,0.3673,0.3551,0.3917,0.012199999999999989,231.41845902531858,TP,1.9909680327868853,550,IMBALANCE,bullish
XRPUSDT,2022-07-30T14:00:00+00:00,2022-08-01T10:45:00+00:00,0.397,0.3743,0.4424,0.022699999999999998,503.7783375314852,SL,-1.0052466960352422,537,IMBALANCE,bullish
XRPUSDT,2022-09-09T05:00:00+00:00,2022-09-09T16:00:00+00:00,0.3496,0.3454,0.3580000000000001,0.004200000000000037,54.347826086956886,SL,-1.0249714285714284,132,IMBALANCE,bullish
XRPUSDT,2022-09-09T20:00:00+00:00,2022-09-10T06:30:00+00:00,0.3516,0.3475,0.3598000000000001,0.004100000000000048,85.32423208191133,TP,1.9742731707317076,126,IMBALANCE,bullish
XRPUSDT,2022-09-17T11:00:00+00:00,2022-09-17T13:00:00+00:00,0.3526,0.3499,0.3580000000000001,0.0027000000000000357,45.37719795802582,TP,1.9608222222222227,24,IMBALANCE,bullish
XRPUSDT,2022-09-17T14:00:00+00:00,2022-09-19T02:15:00+00:00,0.3726,0.3546,0.4085999999999999,0.01799999999999996,394.52495974235086,SL,-1.00621,435,IMBALANCE,bullish
XRPUSDT,2022-09-20T16:00:00+00:00,2022-09-21T06:25:00+00:00,0.4103,0.399,0.43289999999999995,0.011299999999999977,270.5337557884474,SL,-1.0108929203539823,173,IMBALANCE,bullish
