symbol,entry_ts_utc,exit_ts_utc,entry_price,stop_price,tp_price,risk,gap_bps,reason,r,bars_5m,structure_regime,regime_bias
XRPUSDT,2022-03-09T16:00:00+00:00,2022-03-09T18:35:00+00:00,0.7619,0.7584,0.7724000000000002,0.0035000000000000586,18.37511484446867,SL,-1.0653057142857132,31,IMBALANCE,bullish
XRPUSDT,2022-03-12T01:00:00+00:00,2022-03-12T04:10:00+00:00,0.839,0.8088,0.9296,0.030200000000000005,102.5029797377837,SL,-1.0083344370860927,38,IMBALANCE,bullish
XRPUSDT,2022-03-17T13:00:00+00:00,2022-03-17T17:10:00+00:00,0.7966,0.7889,0.8196999999999998,0.007699999999999929,37.660055234747716,SL,-1.031036363636364,50,IMBALANCE,bullish
XRPUSDT,2022-03-28T14:00:00+00:00,2022-03-28T16:15:00+00:00,0.8854,0.8741,0.9192999999999999,0.011299999999999977,44.04788796024412,SL,-1.0235061946902655,27,IMBALANCE,bullish
XRPUSDT,2022-03-28T19:00:00+00:00,2022-03-28T21:35:00+00:00,0.8982,0.8856,0.9359999999999998,0.012599999999999945,77.93364506791244,SL,-1.0213857142857143,31,IMBALANCE,bullish
XRPUSDT,2022-04-15T21:00:00+00:00,2022-04-15T23:20:00+00:00,0.7791,0.7749,0.7917,0.0041999999999999815,21.820048774225697,SL,-1.0556500000000002,28,IMBALANCE,bullish
XRPUSDT,2022-05-30T21:00:00+00:00,2022-06-01T17:00:00+00:00,0.4165,0.4035,0.45549999999999985,0.012999999999999956,76.83073229291671,SL,-1.0096115384615385,528,IMBALANCE,bullish
XRPUSDT,2022-06-06T10:00:00+00:00,2022-06-06T11:10:00+00:00,0.4068,0.4056,0.41039999999999993,0.0011999999999999789,14.749262536872896,SL,-1.101700000000002,14,IMBALANCE,bullish
XRPUSDT,2022-06-24T02:00:00+00:00,2022-06-26T02:00:00+00:00,0.3644,0.344,0.4256000000000001,0.02040000000000003,411.6355653128434,TIME,0.038758823529412297,576,IMBALANCE,bullish
XRPUSDT,2022-07-07T15:00:00+00:00,2022-07-07T19:35:00+00:00,0.3338,0.3312,0.34159999999999996,0.002599999999999991,38.945476333134316,TP,2.9614846153846153,55,IMBALANCE,bullish
XRPUSDT,2022-07-08T01:00:00+00:00,2022-07-08T10:10:00+00:00,0.354,0.3434,0.3858,0.010599999999999998,206.21468926553754,SL,-1.0100188679245283,110,IMBALANCE,bullish
XRPUSDT,2022-07-15T02:00:00+00:00,2022-07-15T11:40:00+00:00,0.3436,0.3349,0.36970000000000014,0.008700000000000041,128.05587892898762,SL,-1.0118482758620688,116,IMBALANCE,bullish
XRPUSDT,2022-07-16T17:00:00+00:00,2022-07-17T17:55:00+00:00,0.3512,0.3441,0.3725,0.007099999999999995,193.6218678815482,SL,-1.0148394366197184,299,IMBALANCE,bullish
XRPUSDT,2022-07-28T16:00:00+00:00,2022-07-30T14:00:00+00:00,0.3673,0.3551,0.4039,0.012199999999999989,231.41845902531858,TP,2.9909680327868853,552,IMBALANCE,bullish
XRPUSDT,2022-09-09T05:00:00+00:00,2022-09-09T16:00:00+00:00,0.3496,0.3454,0.36220000000000013,0.004200000000000037,54.347826086956886,SL,-1.0249714285714284,132,IMBALANCE,bullish
XRPUSDT,2022-09-09T20:00:00+00:00,2022-09-11T20:00:00+00:00,0.3516,0.3475,0.36390000000000017,0.004100000000000048,85.32423208191133,TIME,0.9254926829268084,576,IMBALANCE,bullish
XRPUSDT,2022-09-17T11:00:00+00:00,2022-09-17T13:05:00+00:00,0.3526,0.3499,0.36070000000000013,0.0027000000000000357,45.37719795802582,TP,2.9608222222222227,25,IMBALANCE,bullish
XRPUSDT,2022-09-17T14:00:00+00:00,2022-09-19T02:15:00+00:00,0.3726,0.3546,0.42659999999999987,0.01799999999999996,394.52495974235086,SL,-1.00621,435,IMBALANCE,bullish
XRPUSDT,2022-09-20T16:00:00+00:00,2022-09-21T06:25:00+00:00,0.4103,0.399,0.44419999999999993,0.011299999999999977,270.5337557884474,SL,-1.0108929203539823,173,IMBALANCE,bullish
XRPUSDT,2022-09-22T18:00:00+00:00,2022-09-23T03:40:00+00:00,0.4614,0.4375,0.5330999999999999,0.023899999999999977,169.05071521456378,TP,2.994208368200837,116,IMBALANCE,bullish
XRPUSDT,2022-09-23T04:00:00+00:00,2022-09-23T08:35:00+00:00,0.5355,0.5,0.6419999999999999,0.035499999999999976,521.0084033613452,SL,-1.004525352112676,55,IMBALANCE,bullish
XRPUSDT,2022-10-05T06:00:00+00:00,2022-10-05T08:15:00+00:00,0.4847,0.4769,0.5081000000000001,0.007800000000000029,138.2298328863211,SL,-1.0186423076923077,27,IMBALANCE,bullish
XRPUSDT,2022-10-07T23:00:00+00:00,2022-10-08T04:05:00+00:00,0.5173,0.514,0.5271999999999999,0.0032999999999999696,7.732456988207152,TP,2.952972727272727,61,IMBALANCE,bullish
XRPUSDT,2022-10-08T17:00:00+00:00,2022-10-08T18:40:00+00:00,0.5225,0.5207,0.5278999999999997,0.0017999999999999128,26.79425837320492,SL,-1.0870833333333376,20,IMBALANCE,bullish
XRPUSDT,2022-10-09T19:00:00+00:00,2022-10-10T00:00:00+00:00,0.5395,0.5307,0.5659000000000001,0.00880000000000003,88.97126969416175,SL,-1.0183920454545454,60,IMBALANCE,bullish
XRPUSDT,2022-11-15T14:00:00+00:00,2022-11-15T15:10:00+00:00,0.3879,0.3834,0.40140000000000003,0.004500000000000004,38.6697602474865,SL,-1.02586,14,IMBALANCE,bullish
